Name,Speciality,Degree,Experience,Locality,City,Score,NumberOfReviews,NumberOfStories,Fee
Dr. Ratan Salecha,Dentist,"BDS, Post Graduate Diploma In Aesthetic & Restorative Dentistry",20,Basavanagudi,Bangalore,94,167,18,300
Dr. Saina Siyad,Dentist,BDS,12,HSR Layout,Bangalore,100,69,19,500
Dr. Veena GC,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery, Fellowship in Medical Cosmetology (FMC)",17,RT Nagar,Bangalore,100,20,17,400
Dr. Pooja Srinivas,Dentist,BDS,11,Hanumanthnagar,Bangalore,98,187,39,300
Dr. G Sathish Kodase,Dentist,BDS,19,T Dasarahalli,Bangalore,100,14,2,100
Dr. Khyathi J Rao,Dentist,BDS,15,Vijayanagar,Bangalore,99,227,55,300
Dr. Neeraja Raju,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",28,BTM Layout,Bangalore,98,1010,448,250
Dr. Shreyas Rajaram,Dentist,"BDS, MDS - Orthodontics",12,Banaswadi,Bangalore,98,92,16,300
Dr. Shobha Nangrani,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",19,Brookefield,Bangalore,93,581,139,400
Dr. Kiran Kumar,Dentist,BDS,18,Bannerghatta Road,Bangalore,99,363,81,300
Dr. Nahid Azeeza Khan,Dentist,BDS,14,Koramangala,Bangalore,99,97,84,500
Dr. Mahesh C.M,Dentist,BDS,27,Banashankari 3rd Stage,Bangalore,98,53,26,250
Dr. Savitha S Bhat,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",23,Bommanahalli,Bangalore,96,69,40,400
Dr. Zeena Hanif,Dentist,"BDS, Fellowship in Oral implantlogy",11,Nagawara,Bangalore,99,170,107,300
Dr. Sajan Subbaiah,Dentist,BDS,14,Koramangala,Bangalore,99,261,105,350
Dr. Kasipathy Kasina,Dentist,"BDS, Fellowship in Medical Cosmetology (FMC)",18,RT Nagar,Bangalore,97,64,56,400
Dr. Sreesha N,Dentist,"BDS, MDS - Periodontics",18,Yelahanka New Town,Bangalore,100,15,10,300
Dr. Jagadish N,Dentist,BDS,14,Kadugodi,Bangalore,97,210,67,300
Dr. Srimani,Dentist,BDS,23,JP Nagar 1 Phase,Bangalore,96,95,37,200
Dr. Swamy M.E.S,Dentist,BDS,22,Marathahalli,Bangalore,99,231,117,500
Dr. Rajeshri Kamath,Dentist,"BDS, Post Graduate Diploma In Aesthetic & Restorative Dentistry",30,Malleshpalya,Bangalore,95,162,23,300
Dr. Mahendra S,Dentist,"BDS, MDS - Orthodontics, FICOI",20,Yelahanka,Bangalore,98,189,133,300
Dr. Sridevi Shetty,Dentist,"MDS - Periodontics, BDS",15,Sahakaranagar,Bangalore,98,58,19,300
Dr. Prashanth Reddy,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",25,Arekere,Bangalore,98,741,197,300
Dr. V. Ravinder,Dentist,"BDS, MDS - Orthodontics, MOrth, Certificate of Oral Implantology",23,Whitefield,Bangalore,99,2062,517,600
Dr. Vijai Jeevan,Dentist,BDS,29,Marathahalli,Bangalore,94,260,43,500
Dr. Salil Choudhary,Dentist,"BDS, Certification in Aesthetic Dentistry",11,Malleswaram,Bangalore,89,28,3,300
Dr. Priya Bansal,Dentist,BDS,16,Koramangala,Bangalore,99,442,188,500
Dr. Jaya Agnihotri,Dentist,"MDS - Periodontics, BDS",22,Mahadevapura,Bangalore,98,254,81,350
Dr. Chandni Vohra Reddy,Dentist,BDS,14,BTM Layout 2nd Stage,Bangalore,97,99,13,200
Dr. Sathyadeep V,Dentist,"BDS, MDS - Orthodontics",16,BTM Layout 2nd Stage,Bangalore,99,837,308,350
Dr. Sandeep B R,Dentist,BDS,19,Jayanagar 2 Block,Bangalore,100,28,4,400
Dr. Juno S,Dentist,BDS,20,RT Nagar,Bangalore,100,0,1,400
Dr. Rohit Prasad,Dentist,"BDS, MDS - Periodontology and Oral Implantology",14,Hennur,Bangalore,100,94,76,250
Dr. Jagan Mohan Reddy,Dentist,"BDS, MDS - Prosthodontics",19,CV Raman Nagar,Bangalore,97,358,72,500
Dr. Bharghavi N,Dentist,"MDS - Oral Pathology and Oral Microbiology, BDS",11,Murugeshpalya,Bangalore,100,15,13,300
Dr. Sandhya Rani S,Dentist,BDS,16,Yelahanka,Bangalore,95,172,84,200
Dr. S. R. Sairam,Dentist,BDS,24,Whitefield,Bangalore,97,599,147,200
Dr. M S Vishwas,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",23,Hebbal Kempapura,Bangalore,100,34,28,300
Dr. Sharon Colaco Dias,Dentist,"BDS, MDS",33,Old Airport Road,Bangalore,95,435,142,500
Dr. Asha C.K,Dentist,BDS,31,Kammana Halli,Bangalore,99,376,115,250
Dr. Madhavi V Kadur,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",19,Kanakpura Road,Bangalore,100,25,19,200
Dr. Deepak Nath,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",31,JP Nagar,Bangalore,94,386,64,300
Dr. Annapoorna Katwa,Dentist,BDS,19,Electronics City,Bangalore,99,718,326,400
Dr. Prashanth G.S,Dentist,"MDS - Orthodontics, BDS, MOrth",20,Jayanagar 9 Block,Bangalore,98,118,29,300
Dr. Harshita Choudhary,Dentist,BDS,22,Koramangala,Bangalore,97,673,199,300
Dr. Dhanush C V,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",3,Kasturi nagar,Bangalore,100,0,6,300
Dr. Akhilesh Sharma,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",18,Jayanagar 9 Block,Bangalore,95,37,10,650
Dr. Shanmugapriya,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",15,Koramangala 6 Block,Bangalore,100,94,88,400
Dr. Vijayendra R,Dentist,"MDS - Periodontics, BDS",47,BTM Layout 2nd Stage,Bangalore,100,91,63,350
Dr. Sandhya Ramanujam,Dentist,BDS,28,Bannerghatta Road,Bangalore,90,187,13,500
Dr. Smitha M,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",22,RT Nagar,Bangalore,91,22,20,400
Dr. Anita Mishra,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",12,Mathikere - BEL,Bangalore,99,197,158,300
Dr. Rajkumar S Alle,Dentist,"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",29,Sahakaranagar,Bangalore,91,144,12,250
Dr. Madhura K.,Dentist,BDS,11,JP Nagar 8 Phase,Bangalore,100,0,4,250
Dr. Amitha. M,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",18,Whitefield,Bangalore,91,33,6,200
Dr. Shalini Machado,Dentist,"BDS, FICOI, MICOI (USA)",35,HRBR Layout,Bangalore,96,620,159,600
Dr. Chiranjeevi Reddy,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",22,Kundalahalli,Bangalore,98,209,101,400
Dr. Amarnath BC,Dentist,"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",31,Whitefield,Bangalore,98,129,21,200
Dr. Rolly Sharma,Dentist,BDS,7,Electronics City,Bangalore,100,0,1,200
Dr. Sushma D'Souza,Dentist,BDS,6,HSR Layout,Bangalore,97,73,40,500
Dr. Uday Kamath,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",34,Domlur,Bangalore,100,204,60,500
Dr. Mitali Purohit.,Dentist,BDS,13,Indiranagar,Bangalore,97,114,104,200
Dr. Anjum Sharief,Dentist,"PhD - Orthodontics & Dentofacial Orthopaedics, BDS",16,HRBR Layout,Bangalore,92,187,23,600
Dr. Shraddha Bahirwani,Dentist,"BDS, MDS",29,Old Airport Road,Bangalore,83,12,9,500
Dr. Sowmya,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",12,Gubbalala,Bangalore,97,31,2,200
Dr. Suman Reddy,Dentist,"BDS, MSc - Master of Oral Implantology (MOI), Fellowship and Diplomate in Implantology from ICOI (USA)",19,Kadubeesanahalli,Bangalore,91,839,216,300
Dr. Aarti Talikoti,Dentist,"BDS, MDS - Prosthodontics",19,Jayanagar 9 Block,Bangalore,97,177,84,400
Dr. Ashok,Dentist,"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",13,Marathahalli,Bangalore,97,173,16,300
Dr. Srinivas K,Dentist,"BDS, MDS - Oral Medicine and Radiology",25,Old Airport Road,Bangalore,98,330,134,900
Dr. Janani Rangaswamy,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS",7,Whitefield,Bangalore,98,123,87,400
Dr. Prahlad Shenava,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics, MOrth",12,Whitefield,Bangalore,98,63,58,300
Dr. Bindu.L,Dentist,BDS,16,Begur,Bangalore,0,0,0,500
Dr. K M Basha,Dentist,"BDS, Certificate in Dental Implants",21,BTM Layout 2nd Stage,Bangalore,94,173,49,200
Dr. Hemalatha Ahuja,Dentist,BDS,43,Electronics City,Bangalore,80,15,1,500
Dr. Karthik Cariappa,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",12,Whitefield,Bangalore,90,48,11,400
Dr. Savita Singh,Dentist,"MDS - Periodontics, BDS",13,Varthur,Bangalore,100,173,151,200
Dr. Monika Tripathi,Dentist,BDS,10,Kundalahalli,Bangalore,98,65,17,100
Dr. Veerendra,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",15,KR Puram,Bangalore,90,40,18,400
Dr. Satheesh Kumar K.S,Dentist,"BDS, MDS - Prosthodontics",20,Arekere,Bangalore,98,851,350,500
Dr. Gurudev. S,Dentist,BDS,20,Domlur,Bangalore,98,699,183,500
Dr. Swapnil Chincholikar,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS",10,Hennur,Bangalore,100,60,54,300
Dr. Swapnil Chincholikar,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS",10,Hennur,Bangalore,100,60,54,300
Dr. Ashish Shetty,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",23,HSR Layout,Bangalore,97,433,103,700
Dr. Vinayak Raghunathan,Dentist,"MDS - Periodontics, BDS",14,JP Nagar,Bangalore,100,157,145,500
Dr. Subhashini,Dentist,"BDS, MDS",10,Electronics City,Bangalore,93,45,8,400
Dr. Afna Salam,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",11,Varthur,Bangalore,99,87,57,300
Dr. Adeeb Thaha C S,Dentist,,9,Shivaji Nagar,Bangalore,100,0,9,200
Dr. Sirse Namrata,Dentist,BDS,10,Sarjapur Road,Bangalore,99,175,129,550
Dr. Rhea Mathew,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",7,New BEL Road,Bangalore,96,27,23,300
Dr. Shraddha Durgan,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",14,JP Nagar,Bangalore,100,53,51,500
Dr. Raghavendra,Dentist,BDS,13,RT Nagar,Bangalore,96,334,115,200
Dr. Narayan Babu,Dentist,BDS,14,HSR Layout,Bangalore,99,1309,207,800
Dr. Fayaz Pasha,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge, Fellowship in Oral implantlogy",21,BTM Layout 2nd Stage,Bangalore,97,70,17,300
Dr. Swapna H N,Dentist,BDS,20,Rajarajeshwarinagar,Bangalore,97,116,53,200
Dr. K. Anusha Vijay,Dentist,BDS,11,Brigade Road,Bangalore,100,0,7,250
Dr. Nanjunda Swamy K.V,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS",25,Mathikere - BEL,Bangalore,97,64,47,300
Dr. Gaurav Tiwari,Dentist,BDS,7,BTM Layout 2nd Stage,Bangalore,100,15,12,300
Dr. Amruta Dash,Dentist,"MDS - Periodontics, BDS",12,HSR Layout,Bangalore,98,115,107,500
Dr. Nagesh S.C,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",10,Sarjapur Road,Bangalore,93,60,12,300
Dr. K S Suryaanarayanan,Dentist,BDS,5,Vidyaranyapura,Bangalore,100,12,11,200
Dr. Satish M S,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",18,Whitefield,Bangalore,97,29,20,900
Dr. Rashika Patil,Dentist,BDS,20,JP Nagar 7 Phase,Bangalore,98,283,74,300
Dr. Satish M S,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",18,Whitefield,Bangalore,97,29,20,900
Dr. Jyotsna,Dentist,BDS,12,Bagalur,Bangalore,99,89,73,500
Dr. Shazaan Nasar,Dentist,BDS,11,Sahakaranagar,Bangalore,100,0,3,350
Dr. Minty Sharma,Dentist,BDS,16,HSR Layout,Bangalore,98,942,207,300
Dr. Lakshmi Roopesh,Dentist,BDS,18,HRBR Layout,Bangalore,98,650,181,500
Dr. K B Shilpashree,Dentist,"BDS, MDS - Community Dentistry",20,JP Nagar 5 Phase,Bangalore,94,16,5,500
Dr. Prafulla Biradar,Dentist,"BDS, MDS - Periodontology and Oral Implantology",21,Sahakaranagar,Bangalore,99,416,74,400
Dr. Ayesha Siddiqua,Dentist,BDS,15,Hesaraghatta,Bangalore,100,0,1,300
Dr. Patel R.K.V,Dentist,"MDS - Prosthodontics, BDS",17,Sahakaranagar,Bangalore,93,28,16,300
Dr. Patel R.K.V,Dentist,"MDS - Prosthodontics, BDS",17,Sahakaranagar,Bangalore,93,28,16,300
Dr. Shweta Kumari,Dentist,"MDS - Periodontology and Oral Implantology, BDS",15,Harlur,Bangalore,98,351,290,300
Dr. Chandrashekhar,Dentist,BDS,19,HSR Layout,Bangalore,89,0,3,300
Dr. Premila Naidu,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",17,Domlur,Bangalore,99,1530,394,500
Dr. Shanmukha B S,Dentist,"BDS, MDS",17,Padmanabhanagar,Bangalore,98,594,185,400
Dr. Sheetal Ramappa,Dentist,BDS,16,Yelachenahalli,Bangalore,86,22,0,150
Dr. Manjunath C,Dentist,"MDS - Community Dentistry, BDS",16,Padmanabhanagar,Bangalore,100,18,12,200
Dr. Darshit Patel,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",11,Seegehalli,Bangalore,100,24,11,500
Dr. Divya Reddy,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS",18,Vidyaranyapura,Bangalore,100,0,6,300
Dr. Girish H. C.,Dentist,MDS - Oral Pathology and Oral Microbiology,22,Basaveshwaranagar,Bangalore,100,77,45,300
Dr. Prathima K,Dentist,"BDS, MDS - Prosthodontics",13,Sahakaranagar,Bangalore,100,0,2,300
Dr. Rini Sharma,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",6,Marathahalli,Bangalore,100,0,4,300
Dr. Shantala B Chougule,Dentist,BDS,32,Bannerghatta Road,Bangalore,100,0,3,250
Dr. Kripa M Varghese,Dentist,BDS,14,Electronics City,Bangalore,99,171,45,400
Dr. Divya Prahlad,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",14,Indiranagar,Bangalore,93,15,3,1000
Dr. Josin V Jose,Dentist,BDS,10,Bellandur,Bangalore,98,43,31,400
Dr. Sushil Kumar MS,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",5,BTM Layout,Bangalore,99,93,74,350
Dr. Deepthi.K,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",9,Whitefield,Bangalore,97,35,14,200
Dr. Madhuri K A P,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",11,Seegehalli,Bangalore,97,78,17,400
Dr. Achuth M Baliga,Dentist,"BDS, FDSRCS - Fellowship in Dental Surgery, FFDRCSI",46,Old Airport Road,Bangalore,71,52,27,500
Dr. Mohammed Mohsen,Dentist,"MDS - Prosthodontics, BDS, Fellowship and Diplomate in Implantology from ICOI (USA)",10,JP Nagar 3 Phase,Bangalore,95,20,16,200
Dr. Pranav P.P,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",5,Indiranagar,Bangalore,100,0,4,500
Dr. Reshmi Muthuvat,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",15,Kasavanahalli,Bangalore,0,0,0,300
Dr. Priyanka Shaw,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",11,HSR Layout,Bangalore,100,0,1,400
Dr. Mayur T Reddy,Dentist,"MDS - Community Dentistry, BDS",19,Kundalahalli,Bangalore,91,55,17,200
Dr. Preethi,Dentist,BDS,19,Jayanagar 7 Block,Bangalore,98,130,49,500
Dr. Priyadarshika Kumari,Dentist,BDS,4,Marathahalli,Bangalore,100,32,32,200
Dr. Rita Mukherjee,Dentist,"BDS, MDS - Operative Dentistry",46,Old Airport Road,Bangalore,100,11,4,500
Dr. Ravikiran N,Dentist,"BDS, MDS - Periodontics",19,JP Nagar 7 Phase,Bangalore,96,23,3,300
Dr. Sannya Singh,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",8,Varthur,Bangalore,100,0,4,100
Dr. Sonal Sinha,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",14,Sarjapur Road,Bangalore,100,42,36,500
Dr. Shweta Jha,Dentist,"BDS, MDS - Periodontics",11,Seegehalli,Bangalore,100,0,1,400
Dr. Satya T Reddy,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",16,HSR Layout,Bangalore,94,36,2,500
Dr. D N Naveen,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",25,New Thippasandra,Bangalore,97,59,37,500
Dr. Manjari Sagar,Dentist,BDS,17,HSR Layout,Bangalore,92,181,77,600
Dr. Sanjay Venugopal,Dentist,"BDS, MDS - Periodontics",25,Whitefield,Bangalore,89,19,7,500
Dr. Kumarswamy,Dentist,BDS,24,Hanumanthnagar,Bangalore,95,20,4,200
Dr. Sajan Shetty,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",10,Vasanthnagar,Bangalore,100,13,13,600
Dr. Avishek Agarwalla,Dentist,BDS,8,Koramangala,Bangalore,100,0,2,400
Dr. Remya Premkumar,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",11,CV Raman Nagar,Bangalore,100,42,24,500
Dr. Rohit,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",15,Hanumanthnagar,Bangalore,97,35,7,200
Dr. Shashi Kiran R,Dentist,BDS,6,Kengeri,Bangalore,0,0,0,700
Dr. Chandramohan Raju D,Dentist,BDS,16,Malleswaram,Bangalore,100,0,1,650
Dr. Sonal Saumya,Dentist,"Diploma In Prosthodontics, Crown Bridge And Oral Implantology, BDS",11,Whitefield,Bangalore,99,206,138,350
Dr. Pruthwin R,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",9,Bommanahalli,Bangalore,100,27,23,550
Dr. Naveen K.,Dentist,"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",20,Kasturi nagar,Bangalore,95,19,1,300
Dr. Siri Chandana,Dentist,BDS,3,HSR Layout,Bangalore,0,0,0,200
Dr. Saravanan P,Dentist,"BDS, MDS - Orthodontics",15,KR Puram,Bangalore,97,87,11,400
Dr. Amol Sangewar,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",10,Bilekahalli,Bangalore,100,0,1,300
Dr. Annapoorna.P.M,Dentist,BDS,19,Marathahalli,Bangalore,100,0,5,200
Dr. Vijaya Shree C,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",8,Hebbal,Bangalore,100,0,9,300
Dr. Sana Taher,Dentist,"BDS, Post Graduate Diploma in Orthodontics",11,BTM Layout 2nd Stage,Bangalore,92,24,1,300
Dr. Rahila Khanum,Dentist,BDS,8,HBR Layout,Bangalore,98,49,15,200
Dr. Nagaraj K,Dentist,"MDS - Orthodontics, BDS",20,Banashankari,Bangalore,100,0,4,200
Dr. Rakesh K S,Dentist,BDS,11,Whitefield,Bangalore,50,0,2,300
Dr. Ravi Raj GA,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",15,Sampangiramnagar,Bangalore,100,24,8,800
Dr. Anindita Sarma,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS",11,Electronics City,Bangalore,100,34,23,300
Dr. Sudhakar,Dentist,MDS - Prosthodontics,9,RT Nagar,Bangalore,100,0,0,300
Dr. Sai Krishna,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",4,Horamavu,Bangalore,0,0,0,200
Dr. Deepti Prasad,Dentist,BDS,10,Sarjapur Road,Bangalore,98,92,82,200
Dr. Adilakshmi,Dentist,BDS,11,Jayanagar 2 Block,Bangalore,0,0,0,400
Dr. Smitha Balan,Dentist,BDS,20,Indiranagar,Bangalore,100,99,13,200
Dr. Sreenivasan K,Dentist,BDS,26,Viveknagar,Bangalore,98,124,16,400
Dr. Babashankar Alva,Dentist,"BDS, MDS - Prosthodontics",16,Sanjay Nagar,Bangalore,0,0,0,400
Dr. Debarchhana Jena,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS",9,Kothanur,Bangalore,99,74,61,350
Dr. Umesh A U,Dentist,BDS,9,Begur,Bangalore,100,52,25,300
Dr. Pallavi Karan,Dentist,BDS,7,Electronics City,Bangalore,100,16,14,200
Dr. Sudhanva Mallandur,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",18,Sarjapur Road,Bangalore,99,161,51,300
Dr. S. Vaseem Ahamadi,Dentist,BDS,10,JP Nagar 3 Phase,Bangalore,0,0,0,200
Dr. Omar Farookh,Dentist,BDS,14,HSR Layout,Bangalore,0,0,0,400
Dr. Vivek Aithal,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",8,BTM Layout,Bangalore,97,37,32,250
Dr. Shashi Kumar B,Dentist,BDS,7,Hebbal,Bangalore,100,22,18,200
Dr. Rajanikanth B R,Dentist,"BDS, MDS",23,Jeevanbhimanagar,Bangalore,100,0,1,400
Dr. Veena Sagar,Dentist,BDS,8,JP Nagar 7 Phase,Bangalore,93,45,32,250
Dr. Sujala G,Dentist,"MDS - Orthodontics, BDS",20,Banashankari,Bangalore,100,0,0,200
Dr. Tijo George,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",9,Belathur,Bangalore,100,129,124,500
Dr. Shina Kurian Rao,Dentist,BDS,13,Horamavu,Bangalore,100,28,20,400
Dr. Suraj Naslapur,Dentist,"MDS - Orthodontics, BDS",11,HSR Layout,Bangalore,100,0,1,200
Dr. Jayalakshmi K B,Dentist,"BDS, MDS - Conservative Dentistry",36,Hebbal,Bangalore,100,0,1,200
Dr. Veena Krishnan,Dentist,BDS,9,KR Puram,Bangalore,100,18,18,200
Dr. John Koshy,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS",8,Marathahalli,Bangalore,0,0,0,200
Dr. Sujina Sudarsanan,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",5,HSR Layout,Bangalore,100,0,5,300
Dr. Priyanka Jogalekar,Dentist,BDS,5,Jayanagar,Bangalore,100,56,56,300
Dr. Shivaprasad Gaonkar,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",14,Sarjapur Road,Bangalore,86,0,4,500
Dr. Kavya,Dentist,BDS,8,Marathahalli,Bangalore,100,31,26,200
Dr. Sucheta Kulkarni,Dentist,BDS,18,Kanakpura Road,Bangalore,100,0,0,200
Dr. Sapna Paniker,Dentist,BDS,27,Jeevanbhimanagar,Bangalore,100,13,2,400
Dr. Kruthika M,Dentist,BDS,5,Whitefield,Bangalore,100,0,1,100
Dr. Jyoti,Dentist,"BDS, MDS",23,Sahakaranagar,Bangalore,0,0,0,150
Dr. Kousar,Dentist,BDS,24,JP Nagar 6 Phase,Bangalore,100,0,4,200
Dr. Sujatha Sathish,Dentist,MDS - Periodontology and Oral Implantology,10,HRBR Layout,Bangalore,100,0,1,400
Dr. Rakesh Sharma C,Dentist,"BDS, MDS - Oral Medicine and Radiology",14,Mahalakshmi Layout,Bangalore,100,0,0,200
Dr. Sinita Pauline Roberts,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",4,Hanumanthnagar,Bangalore,100,0,1,300
Dr. Tanuj Kumar,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",7,Whitefield,Bangalore,100,0,4,200
Dr. Lakshmi C,Dentist,"BDS, MDS - Oral Medicine and Radiology",5,KR Puram,Bangalore,96,53,49,300
Dr. Ritika Biyani,Dentist,BDS,11,Whitefield,Bangalore,97,141,115,300
Dr. Prince K Prasannan,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",9,Kasturi nagar,Bangalore,100,38,24,400
Dr. Aarti Goel,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",10,Whitefield,Bangalore,100,0,8,350
Dr. Lakshmi C Nair,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",23,Belathur,Bangalore,88,0,6,500
Dr. Aarfa Nasim,Dentist,"BDS, MDS - Oral Medicine and Radiology",8,Electronics City,Bangalore,100,0,4,500
Dr. Mageshwari,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",13,Singasandra,Bangalore,100,70,68,300
Dr. Diana Rajan,Dentist,MDS - Paedodontics And Preventive Dentistry,4,KR Puram,Bangalore,100,14,12,400
Dr. Merin Jose,Dentist,BDS,4,Kundalahalli,Bangalore,100,0,3,100
Dr. Akhil Nair,Dentist,BDS,4,HSR Layout,Bangalore,100,360,360,ree Consultation
Dr. Pranjal,Dentist,BDS,5,Electronics City,Bangalore,100,0,1,300
Dr. Mohan Thomas Nainan,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",31,Kammana Halli,Bangalore,100,0,2,300
Dr. Akshata Kotharkar,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",11,Sahakaranagar,Bangalore,100,0,3,300
Dr. Uzma Hassan,Dentist,BDS,5,Koramangala 4 Block,Bangalore,100,0,0,500
Dr. Kiran Kumar K,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",12,BTM Layout,Bangalore,100,0,2,500
Dr. Akhil Sankar,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS",5,Belathur,Bangalore,100,0,8,400
Dr. Neethu Raj,Dentist,BDS,10,Bellandur,Bangalore,100,14,11,400
Dr. Shrihas Rao,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS",13,AECS Layout,Bangalore,0,0,0,300
Dr. Ritwik Chatterjee,Dentist,BDS,2,Varthur,Bangalore,100,0,7,300
Dr. Zubiya Khan,Dentist,BDS,13,Frazer Town,Bangalore,0,0,0,350
Dr. Vineetha Venugopalan,Dentist,"BDS, MDS - Periodontics",9,HSR Layout,Bangalore,0,0,0,500
Dr. Esha Singh,Dentist,"BDS, MDS - Orthodontics",6,Sarjapur Road,Bangalore,95,40,14,500
Dr. Ayushi Verma,Dentist,"BDS, MDS - Orthodontics",6,Kundalahalli,Bangalore,100,0,1,300
Dr. Byju Mathew,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",11,HSR Layout,Bangalore,100,0,6,500
Dr. Joohi Vaya,Dentist,BDS,10,Kammana Halli,Bangalore,0,0,0,300
Dr. Nanda Kishore K M,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",20,Yeshwanthpur,Bangalore,79,14,9,600
Dr. Shreevidya B,Dentist,BDS,16,BTM Layout 2nd Stage,Bangalore,100,0,1,300
Dr. Shaheda Manjothi,Dentist,BDS,4,Electronics City,Bangalore,100,0,2,300
Dr. Vinuta S,Dentist,"MDS, BDS",17,Thanisandra,Bangalore,100,0,0,350
Dr. Shaistha Khanum,Dentist,BDS,9,Sanjay Nagar,Bangalore,100,0,2,300
Dr. Prashanth Bhat,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",10,Seshadripuram,Bangalore,0,0,0,740
Dr. Rohan S,Dentist,"MDS - Periodontics, BDS",13,KR Puram,Bangalore,100,0,0,400
Dr. Swetha Kiran,Dentist,BDS,9,Hebbal,Bangalore,100,0,1,250
Dr. Snehi Chopra,Dentist,BDS,10,Basavanagudi,Bangalore,0,0,0,500
